|title|description|url
179|"<span class=""myAdTitle"">Białołęka - 4-pok z tarasem, idealne dla Rodziny </span>"|"<div class=""description"" data-phone-mask=""false""><span class=""pre"" style=""font-family: inherit; white-space: pre-wrap;"">BEZPOŚREDNIO OD DEWELOPERA, 0% PROWIZJI 
 
 Posiadamy również inne mieszkania w tej inwestycji 
 
 Zapraszamy Państwa do zapoznania się z naszą ofertą 
 
 
 Atuty: 
 
 - zielone otoczenie 
 - dobra komunikacja do centrum (15 min.) 
 - dynamiczny rozwój dzielnicy 
 - bogata infrastruktura komunikacyjna i handlowo-usługowa 
 - funkcjonalne wnętrza, wysoki standard wykończenia 
 
 Inwestycja znajduje się w niezwykle dynamicznie rozwijającej się części Żerania, niedaleko ul. Marywilskiej. Inwestycja skierowana zarówno dla singli jak i rodzin z dziećmi. Dla osób ceniących bliskość zieleni i natury oraz ciekawe rozwiązania architektoniczne, jak również doskonałą lokalizację z dobrym dojazdem do innych dzielnic Warszawy. 
 M ieszkania w najbardziej pożądanych metrażach, z balkonami oraz garażem podziemnym i komórkami lokatorskimi. W niewielkiej odległości można znaleźć wiele miejsc umożliwiających aktywny wypoczynek i uprawianie sportów. 
 
 
 Informacje dodatkowe: 
 
 - miejsce postojowe w garażu podziemnym od 26 500 PLN 
 - komórka lokatorska od 11 000 PLN 
 - termin realizacji inwestycji 31 sierpnia 2020 r. 
 
 Cena mieszkania 4 pokojowego z tarasem 14m2 - 621 848,23 PLN 
 
 
 
 Zapraszamy do kontaktu i na prezentacje 
 Premium Estates 
 
 Agent prowadzący: Maryla 
 
 tel: 570-400-282 
 
 e-mail: maryla@premium-estates.pl<br/><br/><i>Numer oferty w biurze: DKW-MS-79206</i><br/>Lokalizacja: Mazowieckie, Warszawa, Białołęka, Żerań<br/><br/>Ogłoszenie dodane za pomocą Trimo.pro</span></div>"|https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bialoleka/bialoleka-+-4+pok-z-tarasem-idealne-dla-rodziny/1009010963210911437600009
180|"<span class=""myAdTitle"">Nowoczesne, o niskiej zabudowie osiedle w Markach </span>"|"<div class=""description"" data-phone-mask=""false""><span class=""pre"" style=""font-family: inherit; white-space: pre-wrap;"">BEZPOŚREDNIO OD DEWELOPERA, BEZ PODATKU PCC, 0% PROWIZJI 
 
 Posiadamy również inne apartamenty w tej inwestycji 
 
 Zapraszamy Państwa do zapoznania się z naszą ofertą sprzedaży apartamentu w atrakcyjnej lokalizacji w Markach 
 
 Atuty: 
 
- świetnie rozwinięta infrastruktura komunikacyjna 
- pełna infrastruktura miejska (przedszkola, szkoły, sklepy) 
- sąsiedztwo terenów zielonych 
- dojazd centrum Warszawy - 30 minut 
- szeroki wybór metraży 
- duże metraże na p.II z możliwością aranżacji antresoli 
- duże balkony lub ogródki dla mieszkań na p.I 
- garaże oraz komórki na parterze domów, w cenie 
 
 Inwestycja: 
 
Projekt powstaje w Markach , doskonale rozwinięta infrastruktura pozwoli dostać się w każdy zakątek Warszawy szybko i sprawnie. Inwestycja jest dla wszystkich, którzy cenią sobie city - life balance i nie chcą rezygnować ze wszystkim udogodnień życia w dużym mieście. P osiadającym samochód, wygodę zapewniąją garaże oraz komórki przypisane do każdego lokalu na parterze budynków, w cenie mieszkania . Bezpieczeństwo zapewnią drzwi antywłamaniowe i ochrona osiedla. Zielona okolica i liczne tereny rekreacyjne pozwolą zrelaksować się na łonie natury - a to wszystko 30 minut od ścisłego centrum Warszawy! Plac zabaw na terenie, także rowerownia i wózkownia. 
Każde mieszkanie posiadać będzie balkon oraz duże, wysokie okna. 
 
 Informacje dodatkowe: 
 
- miejsce postojowe w garażu oraz komórka - w cenie 
 
- termin realizacji inwestycji: I Q 2021 
 
Cena mieszkania 3-pok na p.1 (72,26m2) z garderobą, z dużym balkonem i ogródkiem - 472 157 PLN 
 
 
 
Zapraszamy do kontaktu i na prezentacje 
 Premium Estates 
 Agent prowadzący: Maryla 
 tel: 570-400-282 
 e-mail: maryla@premium-estates.pl<br/><br/><i>Numer oferty w biurze: DKW-MS-83054</i><br/>Lokalizacja: Mazowieckie, Wołomiński, Marki<br/><br/>Ogłoszenie dodane za pomocą Trimo.pro</span></div>"|https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/marki/nowoczesne-o-niskiej-zabudowie-osiedle-w-markach/1009010981020911437600009
181|"<span class=""myAdTitle"">Nowoczesne, o niskiej zabudowie osiedle w Markach </span>"|"<div class=""description"" data-phone-mask=""false""><span class=""pre"" style=""font-family: inherit; white-space: pre-wrap;"">BEZPOŚREDNIO OD DEWELOPERA, BEZ PODATKU PCC, 0% PROWIZJI 
 
 Posiadamy również inne apartamenty w tej inwestycji 
 
 Zapraszamy Państwa do zapoznania się z naszą ofertą sprzedaży apartamentu w atrakcyjnej lokalizacji w Markach 
 
 Atuty: 
 
- świetnie rozwinięta infrastruktura komunikacyjna 
- pełna infrastruktura miejska (przedszkola, szkoły, sklepy) 
- sąsiedztwo terenów zielonych 
- dojazd centrum Warszawy - 30 minut 
- szeroki wybór metraży 
- duże metraże na p.II z możliwością aranżacji antresoli 
- duże balkony lub ogródki dla mieszkań na p.I 
- garaże oraz komórki na parterze domów, w cenie 
 
 Inwestycja: 
 
Projekt powstaje w Markach , doskonale rozwinięta infrastruktura pozwoli dostać się w każdy zakątek Warszawy szybko i sprawnie. Inwestycja jest dla wszystkich, którzy cenią sobie city - life balance i nie chcą rezygnować ze wszystkim udogodnień życia w dużym mieście. P osiadającym samochód, wygodę zapewniąją garaże oraz komórki przypisane do każdego lokalu na parterze budynków, w cenie mieszkania . Bezpieczeństwo zapewnią drzwi antywłamaniowe i ochrona osiedla. Zielona okolica i liczne tereny rekreacyjne pozwolą zrelaksować się na łonie natury - a to wszystko 30 minut od ścisłego centrum Warszawy! Plac zabaw na terenie, także rowerownia i wózkownia. 
Każde mieszkanie posiadać będzie balkon oraz duże, wysokie okna. 
 
 Informacje dodatkowe: 
 
- miejsce postojowe w garażu oraz komórka - w cenie 
 
- termin realizacji inwestycji: I Q 2021 
 
Cena mieszkania 4-pok na p.2 (82,9m2) z dużym balkonem - 416 733 PLN 
 
 
 
Zapraszamy do kontaktu i na prezentacje 
 Premium Estates 
 Agent prowadzący: Maryla 
 tel: 570-400-282 
 e-mail: maryla@premium-estates.pl<br/><br/><i>Numer oferty w biurze: DKW-MS-83053</i><br/>Lokalizacja: Mazowieckie, Wołomiński, Marki<br/><br/>Ogłoszenie dodane za pomocą Trimo.pro</span></div>"|https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/marki/nowoczesne-o-niskiej-zabudowie-osiedle-w-markach/1009010981030911437600009
182|"<span class=""myAdTitle"">Nowoczesny apartamentowiec na Tarchominie </span>"|"<div class=""description"" data-phone-mask=""false""><span class=""pre"" style=""font-family: inherit; white-space: pre-wrap;"">BEZPOŚREDNIO OD DEWELOPERA, 0% PROWIZJI 
 
Posiadamy również inne mieszkania w tej inwestycji 
 
Zapraszamy Państwa do zapoznania się z naszą ofertą 
 
 
 Atuty: 
 
- zielone otoczenie 
- dobra komunikacja do centrum 
- sprawdzony deweloper 
- wyjątkowa architektura 
- dynamiczny rozwój dzielnicy 
- bogata infrastruktura komunikacyjna i handlowo-usługowa (blisko basen) 
- funkcjonalne wnętrza, wysoki standard wykończenia 
 
Inwestycja znajduje się w pięknej części Tarchomina, świetnie zagospodarowanej. Inwestycja skierowana zarówno dla singli jak i rodzin z dziećmi. Dla osób ceniących bliskość zieleni i natury. Proponujemy ciekawe rozwiązania architektoniczne, jak również doskonałą lokalizację z dobrym dojazdem do innych dzielnic Warszawy. 
Mieszkania w najbardziej pożądanych metrażach, z balkonami oraz garażem podziemnym i komórkami lokatorskimi. W niewielkiej odległości można znaleźć wiele miejsc umożliwiających aktywny wypoczynek i uprawianie sportów (obok basen). Architektura budynku i bardzo duże okna zapewnią doskonałe doświetlenie i zaspokojenie najwybredniejszych gustów. 
 
 
 Informacje dodatkowe: 
 
- miejsce postojowe w garażu podziemnym: 34 000 PLN 
- komórka lokatorska 6 800 PLN / m2 
 
- termin realizacji inwestycji I Q 2022. 
 
Cena mieszkania 2-pokojowego 35,57m2 z loggią 7,1m2 - 372 500 PLN 
 
 
 
Zapraszamy do kontaktu i na prezentacje 
Premium Estates 
 
Agent prowadzący: Maryla 
 
tel: 570-400-282 
 
e-mail: maryla@premium-estates.pl<br/><br/><i>Numer oferty w biurze: DKW-MS-83076</i><br/>Lokalizacja: Mazowieckie, Warszawa, Białołęka, Tarchomin<br/><br/>Ogłoszenie dodane za pomocą Trimo.pro</span></div>"|https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bialoleka/nowoczesny-apartamentowiec-na-tarchominie/1009010940700911437600009
183|"<span class=""myAdTitle"">Nowoczesny apartamentowiec na Tarchominie </span>"|"<div class=""description"" data-phone-mask=""false""><span class=""pre"" style=""font-family: inherit; white-space: pre-wrap;"">BEZPOŚREDNIO OD DEWELOPERA, 0% PROWIZJI 
 
Posiadamy również inne mieszkania w tej inwestycji 
 
Zapraszamy Państwa do zapoznania się z naszą ofertą 
 
 
 Atuty: 
 
- zielone otoczenie 
- dobra komunikacja do centrum 
- sprawdzony deweloper 
- wyjątkowa architektura 
- dynamiczny rozwój dzielnicy 
- bogata infrastruktura komunikacyjna i handlowo-usługowa (blisko basen) 
- funkcjonalne wnętrza, wysoki standard wykończenia 
 
Inwestycja znajduje się w pięknej części Tarchomina, świetnie zagospodarowanej. Inwestycja skierowana zarówno dla singli jak i rodzin z dziećmi. Dla osób ceniących bliskość zieleni i natury. Proponujemy ciekawe rozwiązania architektoniczne, jak również doskonałą lokalizację z dobrym dojazdem do innych dzielnic Warszawy. 
Mieszkania w najbardziej pożądanych metrażach, z balkonami oraz garażem podziemnym i komórkami lokatorskimi. W niewielkiej odległości można znaleźć wiele miejsc umożliwiających aktywny wypoczynek i uprawianie sportów (obok basen). Architektura budynku i bardzo duże okna zapewnią doskonałe doświetlenie i zaspokojenie najwybredniejszych gustów. 
 
 
 Informacje dodatkowe: 
 
- miejsce postojowe w garażu podziemnym: 34 000 PLN 
- komórka lokatorska 6 800 PLN / m2 
 
- termin realizacji inwestycji I Q 2022. 
 
Cena mieszkania 3-pokojowego 56,86m2 z loggią 10m2 - 638 080 PLN 
 
 
 
Zapraszamy do kontaktu i na prezentacje 
Premium Estates 
 
Agent prowadzący: Maryla 
 
tel: 570-400-282 
 
e-mail: maryla@premium-estates.pl<br/><br/><i>Numer oferty w biurze: DKW-MS-83073</i><br/>Lokalizacja: Mazowieckie, Warszawa, Białołęka, Tarchomin<br/><br/>Ogłoszenie dodane za pomocą Trimo.pro</span></div>"|https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bialoleka/nowoczesny-apartamentowiec-na-tarchominie/1009010981040911437600009
184|"<span class=""myAdTitle"">Nowoczesny apartamentowiec na Tarchominie </span>"|"<div class=""description"" data-phone-mask=""false""><span class=""pre"" style=""font-family: inherit; white-space: pre-wrap;"">BEZPOŚREDNIO OD DEWELOPERA, 0% PROWIZJI 
 
Posiadamy również inne mieszkania w tej inwestycji 
 
Zapraszamy Państwa do zapoznania się z naszą ofertą 
 
 
 Atuty: 
 
- zielone otoczenie 
- dobra komunikacja do centrum 
- sprawdzony deweloper 
- wyjątkowa architektura 
- dynamiczny rozwój dzielnicy 
- bogata infrastruktura komunikacyjna i handlowo-usługowa (blisko basen) 
- funkcjonalne wnętrza, wysoki standard wykończenia 
 
Inwestycja znajduje się w pięknej części Tarchomina, świetnie zagospodarowanej. Inwestycja skierowana zarówno dla singli jak i rodzin z dziećmi. Dla osób ceniących bliskość zieleni i natury. Proponujemy ciekawe rozwiązania architektoniczne, jak również doskonałą lokalizację z dobrym dojazdem do innych dzielnic Warszawy. 
Mieszkania w najbardziej pożądanych metrażach, z balkonami oraz garażem podziemnym i komórkami lokatorskimi. W niewielkiej odległości można znaleźć wiele miejsc umożliwiających aktywny wypoczynek i uprawianie sportów (obok basen). Architektura budynku i bardzo duże okna zapewnią doskonałe doświetlenie i zaspokojenie najwybredniejszych gustów. 
 
 
 Informacje dodatkowe: 
 
- miejsce postojowe w garażu podziemnym: 34 000 PLN 
- komórka lokatorska 6 800 PLN / m2 
 
- termin realizacji inwestycji I Q 2022. 
 
Cena mieszkania 3-pokojowego 63,4m2 z loggią 14m2 (ost. piętro) - 638 080 PLN 
 
 
 
Zapraszamy do kontaktu i na prezentacje 
Premium Estates 
 
Agent prowadzący: Maryla 
 
tel: 570-400-282 
 
e-mail: maryla@premium-estates.pl<br/><br/><i>Numer oferty w biurze: DKW-MS-83072</i><br/>Lokalizacja: Mazowieckie, Warszawa, Białołęka, Tarchomin<br/><br/>Ogłoszenie dodane za pomocą Trimo.pro</span></div>"|https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bialoleka/nowoczesny-apartamentowiec-na-tarchominie/1009010963290911437600009
185|"<span class=""myAdTitle"">Oryginalnie zaprojektowane w terenie do rekreacji </span>"|"<div class=""description"" data-phone-mask=""false""><span class=""pre"" style=""font-family: inherit; white-space: pre-wrap;"">Sprzedaję bezpośrednio, chętnie w dobre ręce, mieszkanie na osiedlu o kameralnej, niskiej zabudowie, w sąsiedztwie Puszczy Słupeckiej, lasów Choszczówki i rekreacyjnych terenów Zalewu Zegrzyńskiego, a nadal w granicach Warszawy.
Wraz z mieszkaniem sprzedaję prawo do naziemnego miejsca postojowego o wartości 10.000,- PLN oraz do komórki lokatorskiej o wartości 5.000,- PLN.
Mieszkanie ma założoną księgę wieczystą. Zarządzane jest przez wspólnotę mieszkaniową. 
Na terenie osiedla Regaty są 3 sklepy i kawiarenka, salon kosmetyczny, a w promieniu kilometra Apteka, Netto, Lidl. Cenię także bliskość gospodarstw rolnych w Płudach, oferujących w sezonie warzywa i owoce prosto z pola.
Dojazd do obu linii metra komunikacją miejską lub samochodem (Trocka, Młociny), PKP Żerań, do galerii handlowych Targówek, Północnej lub Młociny ok. 20-30 minut.

Mieszkanie wg indywidualnego projektu z   przestrzenią do pracy i wypoczynku. 
Jest dwustronne, starannie wykończone materiałami dobrej jakości, klasycznie w połączeniu z aktualnymi trendami. 
Podłoga z desek jesionu grub.15mm na całej powierzchni (poza łazienką), stolarka drewniana Drims, kuchnia włoskiej firmy Aran Cucine, blat i stolik z corianu, uchwyty i nogi szafek ze stali szczotkowanej, płyta gazowa SMEG (alternatywne i ekonomiczne źródło ciepła) oraz piekarnik elektryczny SMEG, okap elica, zlew kamienny. 
Elementem łączącym kuchnię z pokojem (łącznie 22m2) jest oryginalna, ogrzewana ściana 
a' la piec z siedziskiem. 
Obustronna wnęka po stronie kuchni jest na lodówkę i piekarnik z szafkami, a po stronie przedpokoju na bibliotekę.  
W łazience o pow.5,1m2 ceramika włoska Fioranese, ogrzewanie podłogowe, wanna Kaldewei dł. 160cm, kolor agais, wc i umywalka Roca, kolor agais, armatura Axor  Hansgrohe satinox, designerskie detale - szafka Keuco oraz półeczki Antonio Lupi.
Od strony południowej sypialnia o pow.16m2 z wyjściem na balkon o pow.4,6m2 oraz połączona z oddzielną garderobą o pow.4m2, ma przesuwne drzwi i oświetlenie wewnątrz. 

Dziękuję za zapoznanie się ze szczegółami opisu oferty, a na dodatkowe pytania chętnie odpowiem telefonicznie 692318024. 
Jeśli nie odbiorę od Państwa telefonu, proszę o sms z treścią ""mieszkanie"" - oddzwonię. 
Preferuję sprzedaż bezpośrednią.


</span></div>"|https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bialoleka/oryginalnie-zaprojektowane-w-terenie-do-rekreacji/1008546310820911065776909
186|"<span class=""myAdTitle"">Słoneczne mieszkanie do remontu przy Rondzie Wiatraczna </span>"|"<div class=""description"" data-phone-mask=""false""><span class=""pre"" style=""font-family: inherit; white-space: pre-wrap;""><p>Na sprzedaż przestronne, słoneczne mieszkanie przy Rondzie Wiatraczna (ul. Grochowska 202), znajdujące się na 10-tym piętrze (z 16-stu) w bloku z lat 80'. </p><p><br/></p><p>Lokal ma 62,5 mkw i składa się z salonu połączonego z kuchnią, dwóch sypialni oraz łazienki połączonej z WC. Mieszkanie posiada duży duży balkon. Dużym atutem wnętrza są wysokie sufity (2,9 m). Lokal wymaga remontu (poza wymienioną instalacją grzewczą i oknami) - choć do tej pory było wynajmowane w obecnym stanie. W mieszkaniu znajdują się podstawowe meble i sprzęty.</p><p><br/></p><p>Budynek zadbany, klatki odświeżone. W bloku znajdują się 2 nowe windy (jedna towarowa i jedna standardowa).</p><p><br/></p><p>Lokalizacja z jednej strony dobra pod względem komunikacji i sklepów, z drugiej zaś oferuje ciszę i spokój. Zaledwie 350 m od budynku znajduje się Park Polińskiego, w promieniu niecałych 2 kilometrów są także Kamionkowskie Błonia Elekcyjne i Park Skaryszewski. W okolicy liczne sklepy (także całodobowe), bazar na Szembeka, szpital na Szaserów, CM Lux Med, apteki, restauracje, bary. </p><p><br/></p><p>Komunikacja miejska znakomita - z Ronda Wiatraczna duży wybór tramwajów i autobusów. Do centrum można dotrzeć w ciągu 15-20 minut.</p><p><br/></p><p>Czynsz administracyjny w przypadku 1 zgłoszonej osoby wynosi 789,09 zł. Zawiera zaliczki na wodę zimną i cieplą, opłatę za śmieci, ogrzewanie, fundusz remontowy, podatek od nieruchomości, ubezpieczenie zasobów, bieżącą konserwację, gaz. </p><p><br/></p><p>Duży potencjał aranżacyjny. Możliwość podzielenia na 4 pokoje.</p><p><br/></p><p>Spółdzielcze własnościowe prawo do lokalu z KW. Do lokalu przynależy piwnica.</p><p><br/></p><p>Możliwość zakupu od zaraz lub po dokonaniu rezerwacji w niedalekiej przyszłości.</p><p><br/></p><p>Zapraszam do oglądania.</p><p><br/></p><p>Tel. 601 290 564</p></span></div>"|https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/praga-poludnie/sloneczne-mieszkanie-do-remontu-przy-rondzie-wiatraczna/1008912298570912705272909
187|"<span class=""myAdTitle"">Piękny apartamentowiec przy Galerii Północnej </span>"|"<div class=""description"" data-phone-mask=""false""><span class=""pre"" style=""font-family: inherit; white-space: pre-wrap;"">BEZPOŚREDNIO OD DEWELOPERA, 0% PROWIZJI 
 
Posiadamy również inne mieszkania w tej inwestycji 
 
Zapraszamy Państwa do zapoznania się z naszą ofertą 
 
 
 Atuty: 
 
- zielone otoczenie 
- dobra komunikacja do centrum (15 min.) 
- w spacerowej odległości Galeria Północna 
- sprawdzony deweloper 
- dynamiczny rozwój dzielnicy 
- bogata infrastruktura komunikacyjna i handlowo-usługowa 
- funkcjonalne wnętrza, wysoki standard wykończenia 
 
Inwestycja znajduje się w niezwykle dynamicznie rozwijającej się części Tarchomina, świetnie zagospodarowanej, niedaleko Galerii Północnej, ul. Modlińskiej i trasy 61. Inwestycja skierowana zarówno dla singli jak i rodzin z dziećmi. Dla osób ceniących bliskość zieleni i natury. Proponujemy ciekawe rozwiązania architektoniczne, jak również doskonałą lokalizację z dobrym dojazdem do innych dzielnic Warszawy. 
Mieszkania w najbardziej pożądanych metrażach, z balkonami oraz garażem podziemnym i komórkami lokatorskimi. W niewielkiej odległości można znaleźć wiele miejsc umożliwiających aktywny wypoczynek i uprawianie sportów. Architektura budynku i bardzo duże okna zapewnią doskonałe doświetlenie i zaspokojenie najwybredniejszych gustów. 
 
 
 Informacje dodatkowe: 
 
- miejsce postojowe w garażu podziemnym: 36 000 PLN 
- komórka lokatorska 3 996 PLN / m2 
 
- termin realizacji inwestycji III Q 2022. 
 
Cena mieszkania 2-pokojowego 39,70m2 z balkonem - 353 330 PLN 
 
 
 
Zapraszamy do kontaktu i na prezentacje 
Premium Estates 
 
Agent prowadzący: Maryla 
 
tel: 570-400-282 
 
e-mail: maryla@premium-estates.pl<br/><br/><i>Numer oferty w biurze: DKW-MS-83069</i><br/>Lokalizacja: Mazowieckie, Warszawa, Białołęka, Tarchomin<br/><br/>Ogłoszenie dodane za pomocą Trimo.pro</span></div>"|https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bialoleka/piekny-apartamentowiec-przy-galerii-polnocnej/1009010940740911437600009
188|"<span class=""myAdTitle"">Piękny apartamentowiec przy Galerii Północnej </span>"|"<div class=""description"" data-phone-mask=""false""><span class=""pre"" style=""font-family: inherit; white-space: pre-wrap;"">BEZPOŚREDNIO OD DEWELOPERA, 0% PROWIZJI 
 
Posiadamy również inne mieszkania w tej inwestycji 
 
Zapraszamy Państwa do zapoznania się z naszą ofertą 
 
 
 Atuty: 
 
- zielone otoczenie 
- dobra komunikacja do centrum (15 min.) 
- w spacerowej odległości Galeria Północna 
- sprawdzony deweloper 
- dynamiczny rozwój dzielnicy 
- bogata infrastruktura komunikacyjna i handlowo-usługowa 
- funkcjonalne wnętrza, wysoki standard wykończenia 
 
Inwestycja znajduje się w niezwykle dynamicznie rozwijającej się części Tarchomina, świetnie zagospodarowanej, niedaleko Galerii Północnej, ul. Modlińskiej i trasy 61. Inwestycja skierowana zarówno dla singli jak i rodzin z dziećmi. Dla osób ceniących bliskość zieleni i natury. Proponujemy ciekawe rozwiązania architektoniczne, jak również doskonałą lokalizację z dobrym dojazdem do innych dzielnic Warszawy. 
Mieszkania w najbardziej pożądanych metrażach, z balkonami oraz garażem podziemnym i komórkami lokatorskimi. W niewielkiej odległości można znaleźć wiele miejsc umożliwiających aktywny wypoczynek i uprawianie sportów. Architektura budynku i bardzo duże okna zapewnią doskonałe doświetlenie i zaspokojenie najwybredniejszych gustów. 
 
 
 Informacje dodatkowe: 
 
- miejsce postojowe w garażu podziemnym: 36 000 PLN 
- komórka lokatorska 3 996 PLN / m2 
 
- termin realizacji inwestycji III Q 2022. 
 
Cena mieszkania 3-pokojowego 62,68m2 na p.5 - 589 192 PLN 
 
 
 
Zapraszamy do kontaktu i na prezentacje 
Premium Estates 
 
Agent prowadzący: Maryla 
 
tel: 570-400-282 
 
e-mail: maryla@premium-estates.pl<br/><br/><i>Numer oferty w biurze: DKW-MS-83063</i><br/>Lokalizacja: Mazowieckie, Warszawa, Białołęka, Tarchomin<br/><br/>Ogłoszenie dodane za pomocą Trimo.pro</span></div>"|https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bialoleka/piekny-apartamentowiec-przy-galerii-polnocnej/1009010940750911437600009
189|"<span class=""myAdTitle"">Piękny apartamentowiec przy Galerii Północnej </span>"|"<div class=""description"" data-phone-mask=""false""><span class=""pre"" style=""font-family: inherit; white-space: pre-wrap;"">BEZPOŚREDNIO OD DEWELOPERA, 0% PROWIZJI 
 
Posiadamy również inne mieszkania w tej inwestycji 
 
Zapraszamy Państwa do zapoznania się z naszą ofertą 
 
 
 Atuty: 
 
- zielone otoczenie 
- dobra komunikacja do centrum (15 min.) 
- w spacerowej odległości Galeria Północna 
- sprawdzony deweloper 
- dynamiczny rozwój dzielnicy 
- bogata infrastruktura komunikacyjna i handlowo-usługowa 
- funkcjonalne wnętrza, wysoki standard wykończenia 
 
Inwestycja znajduje się w niezwykle dynamicznie rozwijającej się części Tarchomina, świetnie zagospodarowanej, niedaleko Galerii Północnej, ul. Modlińskiej i trasy 61. Inwestycja skierowana zarówno dla singli jak i rodzin z dziećmi. Dla osób ceniących bliskość zieleni i natury. Proponujemy ciekawe rozwiązania architektoniczne, jak również doskonałą lokalizację z dobrym dojazdem do innych dzielnic Warszawy. 
Mieszkania w najbardziej pożądanych metrażach, z balkonami oraz garażem podziemnym i komórkami lokatorskimi. W niewielkiej odległości można znaleźć wiele miejsc umożliwiających aktywny wypoczynek i uprawianie sportów. Architektura budynku i bardzo duże okna zapewnią doskonałe doświetlenie i zaspokojenie najwybredniejszych gustów. 
 
 
 Informacje dodatkowe: 
 
- miejsce postojowe w garażu podziemnym: 36 000 PLN 
- komórka lokatorska 3 996 PLN / m2 
 
- termin realizacji inwestycji III Q 2022. 
 
Cena mieszkania 3-pokojowego 70,29m2 z tarasem 7m2 - 604 494 PLN 
 
 
 
Zapraszamy do kontaktu i na prezentacje 
Premium Estates 
 
Agent prowadzący: Maryla 
 
tel: 570-400-282 
 
e-mail: maryla@premium-estates.pl<br/><br/><i>Numer oferty w biurze: DKW-MS-83060</i><br/>Lokalizacja: Mazowieckie, Warszawa, Białołęka, Tarchomin<br/><br/>Ogłoszenie dodane za pomocą Trimo.pro</span></div>"|https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bialoleka/piekny-apartamentowiec-przy-galerii-polnocnej/1009010963310911437600009
190|"<span class=""myAdTitle"">Nowy dom 4 km od centrum Wyszkowa </span>"|"<div class=""description"" data-phone-mask=""false""><span class=""pre"" style=""font-family: inherit; white-space: pre-wrap;""><p>Oferowana nieruchomość to nowy dom z 2019 roku w miejscowości Rybno w gminie Wyszków. W skład nieruchomości wchodzi działka gruntu o powierzchni 1523 m2 wraz z domem o powierzchni zabudowy 165,60 m2, użytkowa 107,40 m2 + poddasze. Cała powierzchnia na poddaszu otwarta do własnej aranżacji. 
Budynek bardzo solidny, funkcjonalny, budowany z myślą o sobie. 
Pod budynkiem wylana płyta fundamentowa. Pokrycie dachowe wysokiej klasy blachodachówka w kolorze antracyt. Kominy systemowe, kominy wentylacyjne. 
Strop gruby monolityczny całkowicie eliminujący drgania.
Cicha i spokojna okolica blisko lasów oraz rzeki Bug (teren niezalewowy).

""Wszystkie przedstawione powyżej informacje dotyczące nieruchomości oraz wskazane ceny mają jedynie charakter informacyjny (poglądowy) i nie stanowią oferty handlowej w rozumieniu art. 66 par. 1 Kodeksu Cywilnego""

Zdjęcia i opisy w ofercie objęte są ochroną praw autorskich majątkowych i osobistych, stanowią własność w świetle prawa autorskiego. Wykorzystywanie ich lub rozpowszechnianie bez pisemnej zgody autora, jest naruszeniem praw autorskich i pociąga za sobą odpowiedzialność prawną.</p></span></div>"|https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/wyszkow/nowy-dom-4-km-od-centrum-wyszkowa/1008517734360911441009109
